"","var","hold"
"1","1",0
"2","2",10.66061
"3","3",18.761073
"4","4",24.861422
"5","5",29.261674
"6","6",32.111837
"7","4",30.41174
"8","5",35.262017
"9","6",34.561977
"10","7",34.61198
"11","3",24.111379
"12","7",33.361908
"13","4",31.611809
"14","5",37.912169
"15","6",38.612209
"16","4",35.562034
"17","6",39.712272
"18","7",44.062521
"19","3",31.711814
"20","5",43.062463
"21","7",46.712672
"22","6",57.763304
"23","4",44.662555
"24","5",56.168213
"25","3",36.112066
"26",NA,NA
"27",NA,NA
