"","var","hold"
"1","2",23.001316
"2","6",25.331448
"3","4",26.303505
"4","1",25.118436
"5","8",27.851593
"6","16",29.701698
"7","1",26.301504
"8","4",29.003659
"9","6",29.55169
"10","2",29.55169
"11","8",30.851765
"12","16",32.101835
"13","8",32.611866
"14","16",33.2219
"15","2",30.910768
"16","4",32.769874
"17","1",29.561691
"18","6",32.701871
"19",NA,NA
