var,hold time
5,41.662384
7,74.804276
3,13.650782
6,52.763016
5,36.90211
5,32.461857
7,39.602264
3,8.250473
7,43.812508
4,36.852108
4,26.251503
5,60.60347
7,44.95257
4,37.05212
6,32.80188
6,50.102863
6,35.202015
4,60.65347
3,21.201212
3,31.851822
