"","var","hold"
"1","6",25.918483
"2","10",25.118437
"3","2",29.758701
"4","1",37.06912
"5","4",28.418625
"6","8",27.26956
"7","12",26.308505
"8","4",31.416797
"9","1",40.519317
"10","6",29.858707
"11","12",28.608636
"12","2",32.058833
"13","8",31.918826
"14","10",33.269903
"15","12",29.35868
"16","8",34.567977
"17","2",35.009002
"18","4",34.168954
"19","10",33.2189
"20","1",45.170583
"21","6",34.011945
"22",NA,NA
