"","var","hold"
"1","6",63.960658
"2","10",73.514205
"3","2",52.503003
"4","4",52.463
"5","8",62.165556
"6","12",77.315422
"7","4",57.713301
"8","6",61.514519
"9","12",80.564608
"10","2",54.460115
"11","8",62.459573
"12","10",70.714045
"13","12",78.715502
"14","8",68.413912
"15","2",53.703072
"16","4",55.41317
"17","10",73.414198
"18","6",51.862966
"19",NA,NA
