var,hold time
10,70.71404
10,73.4142
10,73.514206
12,78.71551
12,77.315414
12,80.56461
2,57.970314
2,57.21427
2,56.013206
4,52.462997
4,55.41317
4,57.713303
6,63.96066
6,51.862965
6,61.514515
8,62.459576
8,62.165558
8,68.41392
