"","var","hold"
"1","3",24.561405
"2","7",32.811877
"3","2",19.961142
"4","4",29.661697
"5","5",32.51186
"6","1",0
"7","6",36.862109
"8","4",32.71287
"9","2",22.511288
"10","1",0
"11","6",37.262131
"12","7",42.162412
"13","3",30.412739
"14","5",36.712099
"15","7",45.312591
"16","2",22.711299
"17","6",45.312592
"18","4",35.862051
"19","5",39.412254
"20","3",32.011831
"21","1",0
"22",NA,NA
"23",NA,NA
