var,hold time
2,34.26196
10,31.411797
12,26.951542
1,37.71216
1,43.01246
6,24.411396
8,30.011719
6,28.251616
4,29.161669
12,25.501457
8,26.462517
2,35.962055
10,23.811361
12,28.101606
4,32.261845
2,31.31179
4,26.861534
8,32.86188
1,34.511974
10,29.762703
6,32.75187
